id,specilization_name,college_dunia_link,target_study_link,careers_360_link,course_id,status,is_deleted,created_on,created_by,updated_by,updated_on
285,History,,,,43,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31
286,Home Science,,,,43,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31
287,International Politics,,,,43,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31
288,International Relations,,,,43,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31
289,Music,,,,43,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31
290,Political Science,,,,43,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31
291,Psycology,,,,43,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31
292,Sociology,,,,43,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31
293,Anthropology,,,,44,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31
294,Bio Medical Science,,,,44,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31
295,Bio-Chemistry,,,,44,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31
296,Biology,,,,44,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31
297,Biotechnology,,,,44,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31
298,Botony,,,,44,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31
299,Chemistry,,,,44,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31
300,Computer Science,,,,44,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31
301,Electronics,,,,44,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31
302,Home Science,,,,44,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31
303,IT,,,,44,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31
304,Life Sciences,,,,44,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31
305,Maths,,,,44,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31
306,Micro Biology,,,,44,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31
